City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
286,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
287,Esperance,AU,66.2,clear sky,-33.8667,121.9,Hospitality Esperance
288,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
290,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
292,Svetlogorsk,BY,38.62,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
295,Upington,ZA,68.0,light rain,-28.4478,21.2561,River Place Manor
296,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
302,Mount Gambier,AU,60.8,scattered clouds,-37.8333,140.7667,Commodore on the Park
305,Shelburne,CA,32.0,clear sky,44.0787,-80.2041,The Retreat at the Farm
315,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
316,Den Helder,NL,45.0,broken clouds,52.9599,4.7593,Hotel Den Helder
317,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
319,Hasaki,JP,55.4,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
321,Castro,BR,60.85,clear sky,-24.7911,-50.0119,CHACARA BAILLY
327,Solnechnyy,RU,32.13,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
329,Hailar,CN,42.48,broken clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
333,Fortuna,US,45.0,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
337,Nantucket,US,37.99,broken clouds,41.2835,-70.0995,Jared Coffin House
338,Bayir,TR,53.6,light rain,37.2687,28.2167,Hotel Babadag
347,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
349,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
351,Narsaq,GL,37.4,overcast clouds,60.9167,-46.05,Hotel Narsaq
352,Eregli,TR,52.45,overcast clouds,37.5133,34.0467,Hotel Fuat Bey
354,Hasaki,JP,55.4,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
360,Jinxiang,CN,58.3,clear sky,27.4327,120.6062,Wolong Village
361,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
366,Nikolskoye,RU,37.99,overcast clouds,59.7035,30.7861,Tourist House - Sablino
371,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
372,Kuopio,FI,33.8,light rain and snow,62.8924,27.677,Hotel Jahtihovi
380,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
382,Changping,CN,62.01,haze,40.2186,116.2197,Huachang Hotel
384,Polis,CY,64.4,few clouds,35.0367,32.4264,Marion
386,Qaqortoq,GL,37.4,overcast clouds,60.7167,-46.0333,Hotel Qaqortoq
391,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
392,Progreso,MX,70.0,clear sky,21.2833,-89.6667,Playa Linda Hotel
394,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
399,Fukue,JP,57.2,few clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
400,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
404,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
405,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
406,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
407,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
409,Sadon,RU,42.8,scattered clouds,42.8518,44.0037,Pik Turista
414,Marienburg,PL,42.01,light rain,54.0359,19.0266,Hotel Centrum Malbork
421,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
422,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
424,Flinders,AU,62.01,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
425,San Lorenzo De El Escorial,ES,52.0,clear sky,40.5914,-4.1474,Hotel Florida
432,Pisco,PE,69.01,mist,-13.7,-76.2167,Hotel San Isidro Oficial
433,Sunrise Manor,US,44.6,clear sky,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
435,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
440,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
441,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
445,San Jeronimo,PE,47.55,overcast clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
449,Brae,GB,44.6,broken clouds,60.3964,-1.3530000000000002,Busta House Hotel
450,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
452,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
457,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
458,Svetlogorsk,BY,38.62,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
459,Kaitangata,NZ,60.01,scattered clouds,-46.2817,169.8464,Kaitangata Motor Camp
462,Rocha,UY,55.44,clear sky,-34.4833,-54.3333,Beleza Pura B&B
466,Saint George,US,44.01,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
467,West Odessa,US,43.0,clear sky,31.8424,-102.4988,Corporate Mobile Housing
470,Cayeli,TR,57.18,scattered clouds,41.0923,40.7292,Grand Cavusoglu Hotel
473,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
476,Monchique,PT,59.0,clear sky,37.3177,-8.5553,Estalagem Abrigo Da Montanha
478,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
479,Airai,TL,65.66,overcast clouds,-8.9266,125.4092,Juvinal Martin
482,Cabo San Lucas,MX,53.01,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
483,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
485,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
489,Hasaki,JP,55.4,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
490,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
495,Lompoc,US,50.0,overcast clouds,34.6391,-120.4579,Holiday Inn Express Lompoc
496,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
498,Hasaki,JP,55.4,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
499,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
501,Burnie,AU,53.01,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
503,Saint-Francois,FR,44.01,broken clouds,46.4154,3.9054,Manoir Du Bonheur
504,Eureka,US,46.0,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
505,Ponta Do Sol,PT,60.8,scattered clouds,32.6667,-17.1,Hotel do Campo
506,San Vicente,AR,60.21,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
514,Chuy,UY,57.74,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
516,Lincoln Park,US,39.2,few clouds,42.2506,-83.1785,Best Western Greenfield Inn
519,Cabo San Lucas,MX,53.01,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
523,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
525,Lagoa,PT,60.3,overcast clouds,39.05,-27.9833,Casa Das Faias
527,Muros,ES,48.0,clear sky,42.7762,-9.0603,Apartment Av. Castelao
529,Lompoc,US,50.0,overcast clouds,34.6391,-120.4579,Holiday Inn Express Lompoc
532,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
536,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
539,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
541,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
545,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
546,Fortuna,US,45.0,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
548,Gisborne,NZ,64.99,clear sky,-38.6533,178.0042,ASURE Alfresco Motor Lodge
551,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
556,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
559,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
560,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
563,Alice Springs,AU,55.4,light rain,-23.7,133.8833,Desert Palms Alice Springs
564,Mackenzie,CA,44.6,overcast clouds,55.2999,-123.1698,Hilton Shop
568,Gat,IL,64.99,clear sky,31.61,34.7642,OlusHome
571,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
572,Coihaique,CL,46.24,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
574,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
575,Lagoa,PT,60.3,overcast clouds,39.05,-27.9833,Casa Das Faias
576,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
577,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
582,Wahpeton,US,35.6,clear sky,46.2652,-96.6059,Select Inn Breckenridge
583,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
584,Ponta Do Sol,PT,60.8,scattered clouds,32.6667,-17.1,Hotel do Campo
589,Buraydah,SA,69.8,dust,26.326,43.975,فندق راحة السلام
591,Esperance,AU,66.2,clear sky,-33.8667,121.9,Hospitality Esperance
593,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
597,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
601,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
602,Cabo San Lucas,MX,53.01,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
605,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
606,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
611,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
613,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
614,Dongsheng,CN,61.03,overcast clouds,39.8161,109.9776,Crowne Plaza Ordos
617,Lebu,CL,55.27,clear sky,-37.6167,-73.65,Hostal Las Lilas
618,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
620,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
625,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
626,Pisco,PE,69.01,mist,-13.7,-76.2167,Hotel San Isidro Oficial
627,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
629,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
632,Te Anau,NZ,58.77,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
640,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
642,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
644,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
646,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
648,Mar Del Plata,AR,64.99,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
655,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
657,Goderich,CA,33.8,clear sky,43.7501,-81.7165,Harmony Inn
658,Narsaq,GL,37.4,overcast clouds,60.9167,-46.05,Hotel Narsaq
661,Hamilton,US,37.4,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
662,Saint George,US,44.01,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
664,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
667,Chervonohryhorivka,UA,44.6,broken clouds,47.623000000000005,34.5389,Sadyba Na Butsʹko-Tomakivsʹkiy Sichi
668,Cabo San Lucas,MX,53.01,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
674,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
676,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
680,Baglan,AF,40.5,overcast clouds,36.1307,68.7083,Habibullah MOsazai
682,Guanay,BO,66.99,overcast clouds,-15.4975,-67.8797,Hotel Ritzy
683,Dongying,CN,66.61,scattered clouds,37.4564,118.4856,Wanda Realm
684,Lapa,BR,68.0,broken clouds,-25.7697,-49.7158,Pousada Solar da Lapa
688,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
694,Margate,GB,46.99,clear sky,51.3813,1.3862,Premier Inn Margate hotel
699,Ahipara,NZ,61.27,clear sky,-35.1667,173.1667,Ahipara Holiday Park
701,Mar Del Plata,AR,64.99,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
703,Bayan,CN,35.44,overcast clouds,46.0833,127.4,Wanhao Inn
704,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
705,Portland,US,46.4,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
706,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
708,Kaspiysk,RU,37.4,broken clouds,42.8816,47.6392,Alima Hostel
710,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
714,Abu Kamal,SY,64.92,clear sky,34.4506,40.9171,محطة التلفاز
716,Den Helder,NL,45.0,broken clouds,52.9599,4.7593,Hotel Den Helder
718,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
719,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
720,Las Vegas,US,44.6,clear sky,36.175,-115.1372,Plaza Hotel & Casino
721,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
722,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
728,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
729,Portland,US,46.4,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
732,Susanville,US,39.2,clear sky,40.4163,-120.65299999999999,Red Lion Inn & Suites Susanville
738,Andover,GB,42.8,broken clouds,51.2083,-1.4825,Premier Inn Andover hotel
739,Camacha,PT,59.0,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
740,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
741,Northam,GB,50.0,scattered clouds,51.0333,-4.2167,Durrant House Hotel
743,Epping,AU,57.99,overcast clouds,-33.7727,151.0818,Travelodge Hotel Macquarie North Ryde Sydney
754,San Gabriel,US,52.0,scattered clouds,34.0961,-118.1058,Hilton Los Angeles/San Gabriel
757,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
759,Castro,BR,60.85,clear sky,-24.7911,-50.0119,CHACARA BAILLY
760,Lebu,CL,55.27,clear sky,-37.6167,-73.65,Hostal Las Lilas
761,Pisco,PE,69.01,mist,-13.7,-76.2167,Hotel San Isidro Oficial
763,Bardsir,IR,60.8,clear sky,29.9227,56.5743,هتل سجاد
764,Umea,SE,32.0,overcast clouds,63.8284,20.2597,Hotel Avenue | ProfilHotels
767,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
768,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
770,Hasaki,JP,55.4,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
773,Ribeira Grande,PT,60.8,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
774,Fortuna Foothills,US,55.0,clear sky,32.6578,-114.4119,Fortuna De Oro RV Park
776,Salinas,US,51.8,overcast clouds,36.6777,-121.6555,Laurel Inn & Conference Center
783,San Angelo,US,53.6,overcast clouds,31.4638,-100.43700000000001,"Motel 6 San Angelo, TX"
784,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
785,Castro,BR,60.85,clear sky,-24.7911,-50.0119,CHACARA BAILLY
787,Buraydah,SA,69.8,dust,26.326,43.975,فندق راحة السلام
788,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
790,Stoilesti,RO,45.48,broken clouds,44.9,24.3833,Bulagei Sat
791,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
796,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
797,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
801,Royan,FR,50.0,scattered clouds,45.6285,-1.0281,Hôtel Cordouan Thalassothérapie et Spa - Royan
802,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
806,Ofunato,JP,44.6,broken clouds,39.0717,141.7167,Ofunato Hot Spring
808,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
809,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
810,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
811,Gravdal,NO,37.67,broken clouds,68.1214,13.5031,Skreda Rorbusuiter
812,Constitucion,CL,54.46,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
813,Alice Springs,AU,55.4,light rain,-23.7,133.8833,Desert Palms Alice Springs
817,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
818,Bethel,US,36.0,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
819,Lompoc,US,50.0,overcast clouds,34.6391,-120.4579,Holiday Inn Express Lompoc
820,Ajaccio,FR,59.0,broken clouds,42.0,8.9167,Sole E Monte
822,Safranbolu,TR,57.6,clear sky,41.2508,32.6942,Canbulat & Canbulat Tourism
826,Bethel,US,36.0,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
827,Nikolskoye,RU,37.99,overcast clouds,59.7035,30.7861,Tourist House - Sablino
831,Nelson Bay,AU,64.4,light rain,-32.7167,152.15,Mantra Nelson Bay
834,Kahului,US,69.8,very heavy rain,20.8947,-156.47,Maui Seaside Hotel
838,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
843,Istok,XK,53.6,scattered clouds,42.7808,20.4875,Hotel TROFTA
847,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
852,Ahipara,NZ,61.27,clear sky,-35.1667,173.1667,Ahipara Holiday Park
858,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
859,Wajima,JP,44.6,scattered clouds,37.4,136.9,Wajiima Onsen Yashio
864,Lebu,CL,55.27,clear sky,-37.6167,-73.65,Hostal Las Lilas
865,Paraiso,CR,68.0,clear sky,9.8383,-83.8656,Rinconcito Verde
869,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
873,Fortuna,US,45.0,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
877,Yerofey Pavlovich,RU,34.56,overcast clouds,53.9667,121.9667,lounges and warm parking
878,Rocha,UY,55.44,clear sky,-34.4833,-54.3333,Beleza Pura B&B
880,Tynda,RU,33.26,overcast clouds,55.1667,124.7167,Medis
882,Hasaki,JP,55.4,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
889,Elizabeth City,US,41.0,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
891,Coihaique,CL,46.24,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
892,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
894,Muros,ES,48.0,clear sky,42.7762,-9.0603,Apartment Av. Castelao
896,Ribeira Grande,PT,60.8,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
897,Poros,GR,59.0,overcast clouds,37.4994,23.4536,New Aegli Resort Hotel 4 stars
902,Lichinga,MZ,66.2,light rain,-13.3128,35.2406,Residencial Bendiak
905,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
907,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
910,San Jose,US,48.2,overcast clouds,37.3394,-121.895,The Westin San Jose
914,Korla,CN,66.52,overcast clouds,41.7597,86.1469,Gulisitan Hotel
915,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
916,Ahipara,NZ,61.27,clear sky,-35.1667,173.1667,Ahipara Holiday Park
917,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
918,Korla,CN,66.52,overcast clouds,41.7597,86.1469,Gulisitan Hotel
921,Cabo San Lucas,MX,53.01,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
922,Abu Kamal,SY,64.92,clear sky,34.4506,40.9171,محطة التلفاز
923,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
924,Fortuna,US,45.0,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
935,Pahrump,US,37.4,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
940,Santiago,CL,64.0,scattered clouds,-33.4569,-70.6483,Che Lagarto Hostel Santiago
941,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
943,Huilong,CN,62.01,clear sky,31.8111,121.655,Hilton Garden Inn Qidong
945,Cheyenne,US,30.99,snow,41.14,-104.8203,The Historic Plains Hotel & Restaurant
946,Dalian,CN,44.6,haze,38.9122,121.6022,Kempinski Hotel Dalian
949,Virginia Beach,US,43.0,few clouds,36.8529,-75.97800000000001,Hilton Virginia Beach Oceanfront
958,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
959,Necochea,AR,61.0,clear sky,-38.5473,-58.7368,dyd -mar Hotel
962,Esperance,AU,66.2,clear sky,-33.8667,121.9,Hospitality Esperance
963,Uusikaupunki,FI,35.6,overcast clouds,60.8004,21.4084,Hotel Aquarius
964,Challans,FR,50.0,clear sky,46.8436,-1.8749,Citotel Le Challans
966,Guerrero Negro,MX,54.28,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
968,Santa Vitoria Do Palmar,BR,57.6,clear sky,-33.5189,-53.3681,Hostel Comodoro
976,Castro,BR,60.85,clear sky,-24.7911,-50.0119,CHACARA BAILLY
978,Cabo San Lucas,MX,53.01,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
980,Olafsvik,IS,32.38,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
981,Great Yarmouth,GB,46.4,few clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
983,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
992,Glendive,US,39.0,clear sky,47.1053,-104.7125,Baymont by Wyndham Glendive
993,Hit,IQ,66.04,clear sky,33.6416,42.8251,صالون زيرو
995,Ozark,US,51.01,overcast clouds,37.0209,-93.206,Americas Best Value Inn Ozark Springfield
997,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
998,Evanston,US,46.0,scattered clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
1002,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1003,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
1004,Sabzevar,IR,39.2,few clouds,36.2126,57.6819,پزشکی قانونی سبزوار
1005,Saldanha,ZA,68.0,broken clouds,-33.0117,17.9442,Blue Bay Lodge
1011,Brae,GB,44.6,broken clouds,60.3964,-1.3530000000000002,Busta House Hotel
1012,Chuy,UY,57.74,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
1015,Cascais,PT,57.99,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
1017,Hamilton,US,37.4,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
1019,Esperance,AU,66.2,clear sky,-33.8667,121.9,Hospitality Esperance
1020,Laukaa,RU,32.76,snow,58.7372,29.8453,U Lysoy Gory Hotel
1021,Ostersund,SE,30.0,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
1022,Qaqortoq,GL,37.4,overcast clouds,60.7167,-46.0333,Hotel Qaqortoq
1024,Naze,JP,66.2,scattered clouds,28.3667,129.4833,奄美ポートタワーホテル
1026,Ilinden,MK,46.4,clear sky,41.9961,21.5822,Le Village
1031,Lebu,CL,55.27,clear sky,-37.6167,-73.65,Hostal Las Lilas
1033,Jackson,US,44.01,clear sky,42.4165,-122.8345,Agate Village Apartments
1041,Rio Grande,BR,68.41,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
1042,Flinders,AU,62.01,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
1043,Saint Anthony,US,42.01,clear sky,45.0205,-93.21799999999999,Holiday Inn Express Roseville-St. Paul
1044,Ponta Do Sol,PT,60.8,scattered clouds,32.6667,-17.1,Hotel do Campo
1046,Brooks,CA,32.0,clear sky,50.5834,-111.8851,Heritage Inn Hotel & Convention Centre
1047,Castro,BR,60.85,clear sky,-24.7911,-50.0119,CHACARA BAILLY
1049,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1050,Mar Del Plata,AR,64.99,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1051,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
1063,Morgan City,US,66.2,overcast clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
1065,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1069,Maku,IR,35.4,overcast clouds,39.2911,44.4521,Maku Tourist Hotel
1070,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
1071,Nouadhibou,MR,62.6,clear sky,20.930999999999997,-17.0347,El Medina
1073,Saldanha,ZA,68.0,broken clouds,-33.0117,17.9442,Blue Bay Lodge
1074,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
1075,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1077,Machali,CL,58.33,broken clouds,-34.1833,-70.6667,Mining House
1090,Rancho Palos Verdes,US,53.01,clear sky,33.7445,-118.387,Terranea Resort
1091,Hofn,IS,32.04,light snow,64.2539,-15.2082,Hótel Höfn
