City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1285,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1286,Nikolskoye,RU,59.7035,30.7861,36,87,75,6.71,broken clouds
1287,Butaritari,KI,3.0707,172.7902,80.49,79,87,11.45,light rain
1288,Mar Del Plata,AR,-38.0023,-57.5575,69.01,82,0,11.86,clear sky
1289,Boyolangu,ID,-8.1181,111.8935,80.76,75,55,0.72,broken clouds
1290,Port Elizabeth,ZA,-33.918,25.5701,71.6,68,40,8.05,light rain
1291,Narkevychi,UA,49.5172,26.6418,35.1,86,100,11.16,overcast clouds
1292,Severo-Kurilsk,RU,50.6789,156.125,31.89,92,41,20.58,snow
1293,Mareeba,AU,-17,145.4333,88,62,40,6.91,scattered clouds
1294,Cabra,ES,37.4725,-4.4421,57.2,44,0,11.5,clear sky
1295,Esperance,AU,-33.8667,121.9,60.8,63,53,6.91,broken clouds
1296,Puerto Salgar,CO,5.463,-74.6544,75.9,82,94,0.56,overcast clouds
1297,Carnarvon,AU,-24.8667,113.6333,86,62,1,12.66,clear sky
1298,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1299,Mahebourg,MU,-20.4081,57.7,80.6,83,75,8.05,light rain
1300,Bengkulu,ID,-3.8004,102.2655,76.33,79,93,4.07,overcast clouds
1301,Cherskiy,RU,68.75,161.3,-4.23,96,100,15.26,light snow
1302,Talnakh,RU,69.4865,88.3972,-21.21,98,100,8.66,light snow
1303,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1304,Lazaro Cardenas,MX,17.9583,-102.2,75.47,77,0,4,clear sky
1305,Avarua,CK,-21.2078,-159.775,84.2,70,7,5.75,clear sky
1306,Fairbanks,US,64.8378,-147.7164,10.99,47,1,2.59,clear sky
1307,Ancud,CL,-41.8697,-73.8203,57,82,0,4.61,clear sky
1308,Lugovoy,KZ,42.9472,72.7644,32.5,97,100,4.32,snow
1309,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1310,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1311,Angoche,MZ,-16.2325,39.9086,76.1,91,100,5.3,overcast clouds
1312,Chuy,UY,-33.6971,-53.4616,62.73,74,9,6.17,clear sky
1313,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1314,Luderitz,NA,-26.6481,15.1594,66.9,73,0,9.75,clear sky
1315,Hailey,US,43.5196,-114.3153,44.6,36,1,9.22,clear sky
1316,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1317,Katastarion,GR,37.8333,20.7667,50,93,40,6.2,scattered clouds
1318,Jamestown,US,42.097,-79.2353,34,47,1,7.65,clear sky
1319,Jamestown,US,42.097,-79.2353,34,47,1,7.65,clear sky
1320,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1321,East London,ZA,-33.0153,27.9116,75.61,73,20,13.27,few clouds
1322,Fortuna,US,40.5982,-124.1573,53.01,71,75,13.8,broken clouds
1323,Luino,IT,46.0019,8.7451,48,93,90,4.61,overcast clouds
1324,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1325,Russell,US,32.3502,-85.1999,75.2,56,1,3.44,clear sky
1326,Manta,EC,-0.95,-80.7333,80.6,83,75,3.44,moderate rain
1327,Lar,IN,26.2039,83.9717,64.36,52,0,4.79,clear sky
1328,Kodiak,US,57.79,-152.4072,35.6,20,1,13.8,clear sky
1329,Bluff,NZ,-46.6,168.3333,73,46,4,14,clear sky
1330,Chokurdakh,RU,70.6333,147.9167,-16.38,87,0,4.05,clear sky
1331,Cabras,IT,39.93,8.5314,48.99,75,87,11.5,overcast clouds
1332,Maniitsoq,GL,65.4167,-52.9,9.72,69,27,6.67,scattered clouds
1333,Erenhot,CN,43.6475,111.9767,45.64,65,0,11.05,clear sky
1334,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1335,Da Nang,VN,16.0678,108.2208,73.4,88,40,4.09,scattered clouds
1336,Qaanaaq,GL,77.484,-69.3632,-1.71,63,99,7.4,overcast clouds
1337,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1338,Pisco,PE,-13.7,-76.2167,75.2,73,0,3.44,clear sky
1339,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1340,Pemangkat,ID,1.1667,108.9667,79.9,80,31,6.02,scattered clouds
1341,Avarua,CK,-21.2078,-159.775,84.2,70,7,5.75,clear sky
1342,Williams Lake,CA,52.1415,-122.1445,44.6,49,90,14.97,overcast clouds
1343,Siyabuswa,ZA,-25.1132,29.0445,60.98,74,0,4.34,clear sky
1344,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1345,Eyl,SO,7.9803,49.8164,76.57,85,53,11.01,broken clouds
1346,Awjilah,LY,29.1081,21.2869,59.11,40,65,8.43,broken clouds
1347,Luganville,VU,-15.5333,167.1667,83.26,76,100,5.17,overcast clouds
1348,Batagay-Alyta,RU,67.8006,130.4114,-10.8,86,100,2.68,overcast clouds
1349,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1350,Arraial Do Cabo,BR,-22.9661,-42.0278,77.07,87,38,10.47,scattered clouds
1351,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1352,Hobart,AU,-42.8794,147.3294,59,38,0,17.27,clear sky
1353,Butaritari,KI,3.0707,172.7902,80.49,79,87,11.45,light rain
1354,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1355,Murgab,TM,37.4966,61.9714,23,80,75,13.8,broken clouds
1356,Magnor,SE,59.9511,12.1996,32,100,90,2.3,overcast clouds
1357,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1358,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,73.29,95,1,1.03,clear sky
1359,Tuatapere,NZ,-46.1333,167.6833,73,46,11,14,few clouds
1360,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1361,Kisangani,CD,0.5167,25.2,70.21,95,100,1.68,light rain
1362,Flinders,AU,-34.5833,150.8552,63,88,100,7,light rain
1363,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1364,Saskylakh,RU,71.9167,114.0833,-5.89,95,59,11.88,broken clouds
1365,Vardo,NO,70.3705,31.1107,25.66,88,100,7.11,overcast clouds
1366,Mujiayingzi,CN,42.1167,118.7833,43.47,42,100,5.66,overcast clouds
1367,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1368,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1369,Bluff,NZ,-46.6,168.3333,73,46,4,14,clear sky
1370,Inta,RU,66.0317,60.1659,9.66,94,72,10.83,broken clouds
1371,Darnah,LY,32.767,22.6367,56.43,66,100,4.79,overcast clouds
1372,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1373,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1374,Lagoa,PT,39.05,-27.9833,60.31,85,100,27.78,overcast clouds
1375,Chuy,UY,-33.6971,-53.4616,62.73,74,9,6.17,clear sky
1376,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1377,Tiksi,RU,71.6872,128.8694,-2.45,90,73,6.89,broken clouds
1378,Zyryanskoye,RU,56.8306,86.6258,-3.21,92,96,13.29,overcast clouds
1379,Port Blair,IN,11.6667,92.75,79.92,73,0,7.54,clear sky
1380,Port Elizabeth,ZA,-33.918,25.5701,71.6,68,40,8.05,light rain
1381,Hilo,US,19.7297,-155.09,71.6,83,90,3.44,light rain
1382,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1383,Nanortalik,GL,60.1432,-45.2371,26.02,78,100,4.79,overcast clouds
1384,Shelburne,CA,44.0787,-80.2041,39,59,4,19.75,clear sky
1385,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,84,90,4.61,overcast clouds
1386,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1387,Bonoua,CI,5.2741,-3.595,80.6,94,40,10.36,scattered clouds
1388,Bilibino,RU,68.0546,166.4372,-3.24,94,100,4.38,light snow
1389,Hede,CN,33.7681,120.2517,52.77,61,0,6.38,clear sky
1390,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1391,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1392,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1393,Nueve De Julio,AR,-35.4444,-60.8831,77,45,1,1.99,clear sky
1394,Dire,ML,12.2833,-10.9667,74.01,21,0,1.61,clear sky
1395,Barabai,ID,-2.5833,115.3833,83.21,75,52,0.67,broken clouds
1396,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1397,Tecpan,GT,14.7623,-90.9947,69.8,60,20,16.11,few clouds
1398,Champerico,GT,14.3,-91.9167,82.4,78,75,4.61,broken clouds
1399,Kodiak,US,57.79,-152.4072,35.6,20,1,13.8,clear sky
1400,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1401,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1402,Mahebourg,MU,-20.4081,57.7,80.6,83,75,8.05,light rain
1403,Tiksi,RU,71.6872,128.8694,-2.45,90,73,6.89,broken clouds
1404,Barrow,US,71.2906,-156.7887,-2.2,65,1,12.66,clear sky
1405,Arraial Do Cabo,BR,-22.9661,-42.0278,77.07,87,38,10.47,scattered clouds
1406,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1407,Jamestown,US,42.097,-79.2353,34,47,1,7.65,clear sky
1408,Beruwala,LK,6.4788,79.9828,75.65,87,9,4.61,clear sky
1409,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1410,Aksu,CN,41.1231,80.2644,48.36,34,100,5.3,overcast clouds
1411,Poum,NC,-20.2333,164.0167,80.78,70,90,12.71,overcast clouds
1412,Redcar,GB,54.6166,-1.06,39,87,95,7,overcast clouds
1413,Jamestown,US,42.097,-79.2353,34,47,1,7.65,clear sky
1414,Sao Filipe,CV,14.8961,-24.4956,70.43,76,0,5.66,clear sky
1415,Sechura,PE,-5.5569,-80.8222,80.2,61,2,16.46,clear sky
1416,Saskylakh,RU,71.9167,114.0833,-5.89,95,59,11.88,broken clouds
1417,Zhangye,CN,38.9342,100.4517,52.3,19,0,7.72,clear sky
1418,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1419,Luderitz,NA,-26.6481,15.1594,66.9,73,0,9.75,clear sky
1420,Flin Flon,CA,54.7682,-101.865,30.2,43,20,5.75,few clouds
1421,Sidi Ali,DZ,36.0998,0.4206,52.02,83,0,5.57,clear sky
1422,Bosaso,SO,11.2842,49.1816,75.36,76,0,8.55,clear sky
1423,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1424,Alofi,NU,-19.0595,-169.9187,82.4,78,96,9.22,overcast clouds
1425,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1426,Barrow,US,71.2906,-156.7887,-2.2,65,1,12.66,clear sky
1427,Barbosa Ferraz,BR,-24.03,-52.0117,84.2,48,0,8.05,clear sky
1428,Flinders,AU,-34.5833,150.8552,63,88,100,7,light rain
1429,Bengkulu,ID,-3.8004,102.2655,76.33,79,93,4.07,overcast clouds
1430,Kashary,RU,49.04,41.0056,28.18,91,94,9.91,snow
1431,Banikoara,BJ,11.2985,2.4386,77.16,23,72,4.14,broken clouds
1432,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1433,Tuatapere,NZ,-46.1333,167.6833,73,46,11,14,few clouds
1434,Bambous Virieux,MU,-20.3428,57.7575,80.6,83,75,8.05,light rain
1435,Nishihara,JP,26.1842,127.7558,68,55,75,6.91,broken clouds
1436,Port Blair,IN,11.6667,92.75,79.92,73,0,7.54,clear sky
1437,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1438,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1439,Phuthaditjhaba,ZA,-28.5242,28.8158,56.95,47,0,1.03,clear sky
1440,Kawalu,ID,-7.3817,108.2082,78.48,80,100,1.41,overcast clouds
1441,Jamestown,US,42.097,-79.2353,34,47,1,7.65,clear sky
1442,Bluff,NZ,-46.6,168.3333,73,46,4,14,clear sky
1443,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1444,Longyearbyen,SJ,78.2186,15.6401,5,61,75,10.36,broken clouds
1445,Yulara,AU,-25.2406,130.9889,66.2,59,90,14.97,overcast clouds
1446,Castro,BR,-24.7911,-50.0119,66.43,78,49,4.47,scattered clouds
1447,Vardo,NO,70.3705,31.1107,25.66,88,100,7.11,overcast clouds
1448,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1449,Bluff,NZ,-46.6,168.3333,73,46,4,14,clear sky
1450,Nikolskoye,RU,59.7035,30.7861,36,87,75,6.71,broken clouds
1451,Bacolod,PH,10.6667,122.95,82.24,75,50,2.98,scattered clouds
1452,Souillac,MU,-20.5167,57.5167,80.6,83,75,8.05,light rain
1453,Margate,GB,51.3813,1.3862,43,71,100,1.99,light rain
1454,Tuatapere,NZ,-46.1333,167.6833,73,46,11,14,few clouds
1455,Hilo,US,19.7297,-155.09,71.6,83,90,3.44,light rain
1456,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1457,Vila Velha,BR,-20.3297,-40.2925,77,88,0,2.3,clear sky
1458,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1459,Ribeira Grande,PT,38.5167,-28.7,61.81,84,93,27.76,overcast clouds
1460,Souillac,MU,-20.5167,57.5167,80.6,83,75,8.05,light rain
1461,Manggar,ID,-2.8833,108.2667,80.44,81,100,5.82,overcast clouds
1462,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1463,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1464,Karwar,IN,14.8,74.1333,74.46,87,88,5.46,overcast clouds
1465,Oda,JP,35.1833,132.5,44.6,87,20,5.75,few clouds
1466,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1467,Kano,NG,12.0001,8.5167,82.4,20,0,5.75,clear sky
1468,Husavik,IS,66.0449,-17.3389,21.2,79,0,9.22,clear sky
1469,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1470,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1471,Awjilah,LY,29.1081,21.2869,59.11,40,65,8.43,broken clouds
1472,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1473,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1474,Belyy Yar,RU,53.6039,91.3903,1.4,66,0,13.42,clear sky
1475,Alexandria,EG,31.2156,29.9553,57.2,72,40,6.91,scattered clouds
1476,Cayenne,GF,4.9333,-52.3333,78.01,94,40,2.3,scattered clouds
1477,Saint-Philippe,RE,-21.3585,55.7679,77,69,0,9.22,light rain
1478,Dikson,RU,73.5069,80.5464,-21.51,96,100,16.69,overcast clouds
1479,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1480,Kodiak,US,57.79,-152.4072,35.6,20,1,13.8,clear sky
1481,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1482,Kupang,ID,-10.1667,123.5833,80.6,83,20,2.3,few clouds
1483,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1484,Chokurdakh,RU,70.6333,147.9167,-16.38,87,0,4.05,clear sky
1485,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1486,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1487,Lebu,CL,-37.6167,-73.65,56.43,85,0,6.82,clear sky
1488,Castro,BR,-24.7911,-50.0119,66.43,78,49,4.47,scattered clouds
1489,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1490,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1491,Longyearbyen,SJ,78.2186,15.6401,5,61,75,10.36,broken clouds
1492,Sorland,NO,67.667,12.6934,41.67,85,100,10.33,overcast clouds
1493,Ostrovnoy,RU,68.0531,39.5131,11.16,92,78,12.55,broken clouds
1494,Saskylakh,RU,71.9167,114.0833,-5.89,95,59,11.88,broken clouds
1495,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1496,Longyearbyen,SJ,78.2186,15.6401,5,61,75,10.36,broken clouds
1497,Jamestown,US,42.097,-79.2353,34,47,1,7.65,clear sky
1498,Hilo,US,19.7297,-155.09,71.6,83,90,3.44,light rain
1499,Cidreira,BR,-30.1811,-50.2056,73.81,86,1,10.76,clear sky
1500,Lengshuitan,CN,26.4111,111.5956,61.97,79,15,0.51,few clouds
1501,Victoria,HK,22.2855,114.1577,69.01,81,72,4,broken clouds
1502,Hilo,US,19.7297,-155.09,71.6,83,90,3.44,light rain
1503,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1504,Puerto Ayora,EC,-0.7393,-90.3518,80.01,88,75,8.01,light rain
1505,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1506,Scottsbluff,US,41.8666,-103.6672,33.8,86,90,11.5,snow
1507,Sur,OM,22.5667,59.5289,79.18,32,0,15.7,clear sky
1508,Thompson,CA,55.7435,-97.8558,15.8,53,20,9.22,snow
1509,Bengkulu,ID,-3.8004,102.2655,76.33,79,93,4.07,overcast clouds
1510,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1511,Saskylakh,RU,71.9167,114.0833,-5.89,95,59,11.88,broken clouds
1512,Flin Flon,CA,54.7682,-101.865,30.2,43,20,5.75,few clouds
1513,Pevek,RU,69.7008,170.3133,-3.01,96,100,4.79,overcast clouds
1514,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1515,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1516,Esperance,AU,-33.8667,121.9,60.8,63,53,6.91,broken clouds
1517,Filadelfia,US,39.9523,-75.1638,48.99,23,20,4.61,few clouds
1518,Port Alfred,ZA,-33.5906,26.891,72,81,68,5.01,broken clouds
1519,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1520,Kaitangata,NZ,-46.2817,169.8464,64,68,0,8.01,clear sky
1521,Curumani,CO,9.1999,-73.5427,83.91,53,69,5.75,broken clouds
1522,Hithadhoo,MV,-0.6,73.0833,84.34,65,31,8.16,scattered clouds
1523,Caborca,MX,30.5838,-111.101,61,35,0,7,clear sky
1524,Hilo,US,19.7297,-155.09,71.6,83,90,3.44,light rain
1525,Cape Town,ZA,-33.9258,18.4232,66.99,94,75,6.91,broken clouds
1526,Longyearbyen,SJ,78.2186,15.6401,5,61,75,10.36,broken clouds
1527,Itarema,BR,-2.9248,-39.9167,77.67,85,88,7.81,overcast clouds
1528,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1529,Norman Wells,CA,65.282,-126.8329,-2.2,60,75,2.3,broken clouds
1530,Avarua,CK,-21.2078,-159.775,84.2,70,7,5.75,clear sky
1531,Butaritari,KI,3.0707,172.7902,80.49,79,87,11.45,light rain
1532,Chuy,UY,-33.6971,-53.4616,62.73,74,9,6.17,clear sky
1533,Zandvoort,NL,52.3749,4.5341,43,75,20,17.27,few clouds
1534,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1535,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1536,Port Blair,IN,11.6667,92.75,79.92,73,0,7.54,clear sky
1537,Tiksi,RU,71.6872,128.8694,-2.45,90,73,6.89,broken clouds
1538,Christiana,ZA,-27.914,25.1611,63.55,69,0,2.33,clear sky
1539,Mpanda,TZ,-6.3655,31.0409,63.36,94,14,1.52,few clouds
1540,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1541,Westport,US,41.1415,-73.3579,44.6,26,1,9.22,clear sky
1542,Olafsvik,IS,64.8945,-23.7142,28.47,70,74,13.89,broken clouds
1543,Santa Fe,AR,-31.6333,-60.7,80.01,70,3,1.01,clear sky
1544,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1545,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,90,8.05,overcast clouds
1546,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1547,Solnechnyy,RU,50.7214,136.6319,32.34,84,27,7.31,scattered clouds
1548,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1549,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1550,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1551,Ilulissat,GL,69.2167,-51.1,10.4,67,20,14.97,few clouds
1552,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1553,Mahebourg,MU,-20.4081,57.7,80.6,83,75,8.05,light rain
1554,Chokurdakh,RU,70.6333,147.9167,-16.38,87,0,4.05,clear sky
1555,Saint-Pierre,RE,-21.3393,55.4781,77,69,0,9.22,light rain
1556,Kolokani,ML,13.5728,-8.0339,70.36,12,0,9.42,clear sky
1557,Seymchan,RU,62.8833,152.4333,-5.96,77,0,3.38,clear sky
1558,Faanui,PF,-16.4833,-151.75,83.26,74,0,12.37,clear sky
1559,Taybad,IR,34.74,60.7756,24.46,73,32,10.22,scattered clouds
1560,Leshukonskoye,RU,64.8989,45.7622,22.89,95,100,8.97,light snow
1561,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1562,Nikolskoye,RU,59.7035,30.7861,36,87,75,6.71,broken clouds
1563,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1564,Chicama,PE,-7.8447,-79.1469,74.86,70,18,5.61,few clouds
1565,Hithadhoo,MV,-0.6,73.0833,84.34,65,31,8.16,scattered clouds
1566,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1567,Mizdah,LY,31.4451,12.9801,56.52,50,100,11.23,overcast clouds
1568,Tessalit,ML,20.1986,1.0114,65.8,40,5,9.26,clear sky
1569,Pevek,RU,69.7008,170.3133,-3.01,96,100,4.79,overcast clouds
1570,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1571,Lavrentiya,RU,65.5833,-171,15.58,80,100,20.2,light snow
1572,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1573,Ruvo Di Puglia,IT,41.1136,16.4878,52,81,0,5.75,clear sky
1574,Thompson,CA,55.7435,-97.8558,15.8,53,20,9.22,snow
1575,Badvel,IN,14.75,79.05,67.21,62,2,1.32,clear sky
1576,Magdagachi,RU,53.45,125.8,31.44,82,100,6.26,overcast clouds
1577,San Patricio,US,28.017,-97.5169,77,78,90,25.32,overcast clouds
1578,Weston,US,26.1004,-80.3998,73.4,60,1,6.91,clear sky
1579,Madras,IN,13.0878,80.2785,75.2,83,20,3.44,mist
1580,Sorland,NO,67.667,12.6934,41.67,85,100,10.33,overcast clouds
1581,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1582,Srandakan,ID,-7.9386,110.2506,81.77,69,92,3.13,overcast clouds
1583,Qaanaaq,GL,77.484,-69.3632,-1.71,63,99,7.4,overcast clouds
1584,Pacifica,US,37.6138,-122.4869,54,62,75,18.41,broken clouds
1585,Huarmey,PE,-10.0681,-78.1522,72.86,77,1,6.51,clear sky
1586,Kastamonu,TR,41.5,33.6667,34,64,34,0.96,scattered clouds
1587,Bandarbeyla,SO,9.4942,50.8122,77.88,75,99,8.21,overcast clouds
1588,Faanui,PF,-16.4833,-151.75,83.26,74,0,12.37,clear sky
1589,Lorengau,PG,-2.0226,147.2712,84.88,64,74,3.62,broken clouds
1590,Hobart,AU,-42.8794,147.3294,59,38,0,17.27,clear sky
1591,Souillac,MU,-20.5167,57.5167,80.6,83,75,8.05,light rain
1592,Tommot,RU,58.9564,126.2925,18.55,83,100,7.47,overcast clouds
1593,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,90,8.05,overcast clouds
1594,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1595,Labytnangi,RU,66.6572,66.4183,6.35,88,100,9.42,overcast clouds
1596,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1597,Avarua,CK,-21.2078,-159.775,84.2,70,7,5.75,clear sky
1598,Udachnyy,RU,66.4167,112.4,3.74,88,100,14.63,overcast clouds
1599,Castro,BR,-24.7911,-50.0119,66.43,78,49,4.47,scattered clouds
1600,Hobart,AU,-42.8794,147.3294,59,38,0,17.27,clear sky
1601,Haines Junction,CA,60.7522,-137.5108,6.8,43,100,14.97,overcast clouds
1602,Tasiilaq,GL,65.6145,-37.6368,24.8,86,75,27.63,snow
1603,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1604,Ust-Nera,RU,64.5667,143.2,-12.06,87,12,4.12,few clouds
1605,Dikson,RU,73.5069,80.5464,-21.51,96,100,16.69,overcast clouds
1606,Puerto Ayora,EC,-0.7393,-90.3518,80.01,88,75,8.01,light rain
1607,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1608,Arman,RU,59.7,150.1667,6.06,64,0,4.14,clear sky
1609,Isla Vista,US,34.4133,-119.861,62.6,51,1,17.27,clear sky
1610,Amudat,UG,1.95,34.95,68,66,0,4.14,clear sky
1611,Tual,ID,-5.6667,132.75,83.16,72,77,8.7,broken clouds
1612,Hithadhoo,MV,-0.6,73.0833,84.34,65,31,8.16,scattered clouds
1613,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1614,Barrow,US,71.2906,-156.7887,-2.2,65,1,12.66,clear sky
1615,Clyde River,CA,70.4692,-68.5914,-5.8,84,90,20.71,mist
1616,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1617,Cape Town,ZA,-33.9258,18.4232,66.99,94,75,6.91,broken clouds
1618,Banda Aceh,ID,5.5577,95.3222,78.67,76,87,2.84,overcast clouds
1619,Provideniya,RU,64.3833,-173.3,22.57,94,100,28.61,snow
1620,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1621,Adeje,ES,28.1227,-16.726,64.99,72,40,8.05,scattered clouds
1622,Georgetown,MY,5.4112,100.3354,78.8,88,20,2.3,few clouds
1623,Balykshi,KZ,47.0667,51.8667,14,73,0,8.95,clear sky
1624,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1625,Gravdal,NO,68.1214,13.5031,40.42,87,100,11.79,overcast clouds
1626,Arraial Do Cabo,BR,-22.9661,-42.0278,77.07,87,38,10.47,scattered clouds
1627,Mujiayingzi,CN,42.1167,118.7833,43.47,42,100,5.66,overcast clouds
1628,East London,ZA,-33.0153,27.9116,75.61,73,20,13.27,few clouds
1629,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1630,Geraldton,AU,-28.7667,114.6,75.2,33,0,28.77,clear sky
1631,Saint-Philippe,RE,-21.3585,55.7679,77,69,0,9.22,light rain
1632,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1633,Cidreira,BR,-30.1811,-50.2056,73.81,86,1,10.76,clear sky
1634,Clyde River,CA,70.4692,-68.5914,-5.8,84,90,20.71,mist
